Mots,Partie,Chapitre,Paragraphe,Phrase
Huit,2,2,19,4
heures,2,2,19,4
sonnèrent,2,2,19,4
un,2,2,19,4
murmure,2,2,19,4
croissant,2,2,19,4
de,2,2,19,4
bavardages,2,2,19,4
montait,2,2,19,4
à,2,2,19,4
gauche,2,2,19,4
chez,2,2,19,4
la,2,2,19,4
Levaque,2,2,19,4
La,2,2,19,5
journée,2,2,19,5
des,2,2,19,5
femmes,2,2,19,5
commençait,2,2,19,5
autour,2,2,19,5
des,2,2,19,5
cafetières,2,2,19,5
les,2,2,19,5
poings,2,2,19,5
sur,2,2,19,5
les,2,2,19,5
hanches,2,2,19,5
les,2,2,19,5
langues,2,2,19,5
tournant,2,2,19,5
sans,2,2,19,5
repos,2,2,19,5
comme,2,2,19,5
les,2,2,19,5
meules,2,2,19,5
d'un,2,2,19,5
moulin,2,2,19,5
Une,2,2,19,6
tête,2,2,19,6
flétrie,2,2,19,6
aux,2,2,19,6
grosses,2,2,19,6
lèvres,2,2,19,6
au,2,2,19,6
nez,2,2,19,6
écrasé,2,2,19,6
vint,2,2,19,6
s'appuyer,2,2,19,6
contre,2,2,19,6
une,2,2,19,6
vitre,2,2,19,6
de,2,2,19,6
la,2,2,19,6
fenêtre,2,2,19,6
en,2,2,19,6
criant,2,2,19,6
Y,2,2,20,1
a,2,2,20,1
du,2,2,20,1
nouveau,2,2,20,1
écoute,2,2,20,1
donc,2,2,20,1
Non,2,2,21,1
non,2,2,21,1
plus,2,2,21,1
tard,2,2,21,1
répondit,2,2,21,2
la,2,2,21,2
Maheude,2,2,21,2
J'ai,2,2,21,3
une,2,2,21,3
course,2,2,21,3
Et,2,2,22,1
de,2,2,22,1
peur,2,2,22,1
de,2,2,22,1
succomber,2,2,22,1
à,2,2,22,1
l'offre,2,2,22,1
d'un,2,2,22,1
verre,2,2,22,1
de,2,2,22,1
café,2,2,22,1
chaud,2,2,22,1
elle,2,2,22,1
bourra,2,2,22,1
Lénore,2,2,22,1
et,2,2,22,1
Henri,2,2,22,1
elle,2,2,22,1
partit,2,2,22,1
avec,2,2,22,1
eux,2,2,22,1
En,2,2,22,2
haut,2,2,22,2
le,2,2,22,2
père,2,2,22,2
Bonnemort,2,2,22,2
ronflait,2,2,22,2
toujours,2,2,22,2
d'un,2,2,22,2
ronflement,2,2,22,2
rythmé,2,2,22,2
qui,2,2,22,2
berçait,2,2,22,2
la,2,2,22,2
maison,2,2,22,2
Dehors,2,2,23,1
la,2,2,23,1
Maheude,2,2,23,1
s'étonna,2,2,23,1
de,2,2,23,1
voir,2,2,23,1
que,2,2,23,1
le,2,2,23,1
vent,2,2,23,1
ne,2,2,23,1
soufflait,2,2,23,1
plus,2,2,23,1
C'était,2,2,23,2
un,2,2,23,2
dégel,2,2,23,2
brusque,2,2,23,2
le,2,2,23,2
ciel,2,2,23,2
couleur,2,2,23,2
de,2,2,23,2
terre,2,2,23,2
les,2,2,23,2
murs,2,2,23,2
gluants,2,2,23,2
d'une,2,2,23,2
humidité,2,2,23,2
verdâtre,2,2,23,2
les,2,2,23,2
routes,2,2,23,2
empoissées,2,2,23,2
de,2,2,23,2
boue,2,2,23,2
une,2,2,23,2
boue,2,2,23,2
spéciale,2,2,23,2
au,2,2,23,2
pays,2,2,23,2
du,2,2,23,2
charbon,2,2,23,2
noire,2,2,23,2
comme,2,2,23,2
de,2,2,23,2
la,2,2,23,2
suie,2,2,23,2
délayée,2,2,23,2
épaisse,2,2,23,2
et,2,2,23,2
collante,2,2,23,2
à,2,2,23,2
y,2,2,23,2
laisser,2,2,23,2
ses,2,2,23,2
sabots,2,2,23,2
Tout,2,2,23,3
de,2,2,23,3
suite,2,2,23,3
elle,2,2,23,3
dut,2,2,23,3
gifler,2,2,23,3
Lénore,2,2,23,3
parce,2,2,23,3
que,2,2,23,3
la,2,2,23,3
petite,2,2,23,3
s'amusait,2,2,23,3
à,2,2,23,3
ramasser,2,2,23,3
la,2,2,23,3
crotte,2,2,23,3
sur,2,2,23,3
ses,2,2,23,3
galoches,2,2,23,3
ainsi,2,2,23,3
que,2,2,23,3
sur,2,2,23,3
le,2,2,23,3
bout,2,2,23,3
d'une,2,2,23,3
pelle,2,2,23,3
En,2,2,23,4
quittant,2,2,23,4
le,2,2,23,4
coron,2,2,23,4
elle,2,2,23,4
avait,2,2,23,4
longé,2,2,23,4
le,2,2,23,4
terri,2,2,23,4
et,2,2,23,4
suivi,2,2,23,4
le,2,2,23,4
chemin,2,2,23,4
du,2,2,23,4
canal,2,2,23,4
coupant,2,2,23,4
pour,2,2,23,4
raccourcir,2,2,23,4
par,2,2,23,4
des,2,2,23,4
rues,2,2,23,4
défoncées,2,2,23,4
au,2,2,23,4
milieu,2,2,23,4
de,2,2,23,4
terrains,2,2,23,4
vagues,2,2,23,4
fermés,2,2,23,4
de,2,2,23,4
palissades,2,2,23,4
moussues,2,2,23,4
Des,2,2,23,5
hangars,2,2,23,5
se,2,2,23,5
succédaient,2,2,23,5
de,2,2,23,5
longs,2,2,23,5
bâtiments,2,2,23,5
d'usine,2,2,23,5
de,2,2,23,5
hautes,2,2,23,5
cheminées,2,2,23,5
crachant,2,2,23,5
de,2,2,23,5
la,2,2,23,5
suie,2,2,23,5
salissant,2,2,23,5
cette,2,2,23,5
campagne,2,2,23,5
ravagée,2,2,23,5
de,2,2,23,5
faubourg,2,2,23,5
industriel,2,2,23,5
Derrière,2,2,23,6
un,2,2,23,6
bouquet,2,2,23,6
de,2,2,23,6
peupliers,2,2,23,6
la,2,2,23,6
vieille,2,2,23,6
fosse,2,2,23,6
Réquillart,2,2,23,6
montrait,2,2,23,6
l'écroulement,2,2,23,6
de,2,2,23,6
son,2,2,23,6
beffroi,2,2,23,6
dont,2,2,23,6
les,2,2,23,6
grosses,2,2,23,6
charpentes,2,2,23,6
restaient,2,2,23,6
seules,2,2,23,6
debout,2,2,23,6
Et,2,2,23,7
tournant,2,2,23,7
à,2,2,23,7
droite,2,2,23,7
la,2,2,23,7
Maheude,2,2,23,7
se,2,2,23,7
trouva,2,2,23,7
sur,2,2,23,7
la,2,2,23,7
grande,2,2,23,7
route,2,2,23,7
Attends,2,2,24,1
attends,2,2,24,2
sale,2,2,24,3
cochon,2,2,24,3
cria-t-elle,2,2,24,4
je,2,2,24,4
vas,2,2,24,4
te,2,2,24,4
faire,2,2,24,4
rouler,2,2,24,4
des,2,2,24,4
boulettes,2,2,24,4
Maintenant,2,2,25,1
c'était,2,2,25,1
Henri,2,2,25,1
qui,2,2,25,1
avait,2,2,25,1
pris,2,2,25,1
une,2,2,25,1
poignée,2,2,25,1
de,2,2,25,1
boue,2,2,25,1
et,2,2,25,1
qui,2,2,25,1
la,2,2,25,1
pétrissait,2,2,25,1
Les,2,2,25,2
deux,2,2,25,2
enfants,2,2,25,2
giflés,2,2,25,2
sans,2,2,25,2
préférence,2,2,25,2
rentrèrent,2,2,25,2
dans,2,2,25,2
l'ordre,2,2,25,2
en,2,2,25,2
louchant,2,2,25,2
pour,2,2,25,2
voir,2,2,25,2
les,2,2,25,2
patards,2,2,25,2
qu'ils,2,2,25,2
faisaient,2,2,25,2
au,2,2,25,2
milieu,2,2,25,2
des,2,2,25,2
tas,2,2,25,2
Ils,2,2,25,3
pataugeaient,2,2,25,3
déjà,2,2,25,3
éreintés,2,2,25,3
de,2,2,25,3
leurs,2,2,25,3
efforts,2,2,25,3
pour,2,2,25,3
décoller,2,2,25,3
leurs,2,2,25,3
semelles,2,2,25,3
à,2,2,25,3
chaque,2,2,25,3
enjambée,2,2,25,3
Du,2,2,26,1
côté,2,2,26,1
de,2,2,26,1
Marchiennes,2,2,26,1
la,2,2,26,1
route,2,2,26,1
déroulait,2,2,26,1
ses,2,2,26,1
deux,2,2,26,1
lieues,2,2,26,1
de,2,2,26,1
pavé,2,2,26,1
qui,2,2,26,1
filaient,2,2,26,1
droit,2,2,26,1
comme,2,2,26,1
un,2,2,26,1
ruban,2,2,26,1
trempé,2,2,26,1
de,2,2,26,1
cambouis,2,2,26,1
entre,2,2,26,1
les,2,2,26,1
terres,2,2,26,1
rougeâtres,2,2,26,1
Mais,2,2,26,2
de,2,2,26,2
l'autre,2,2,26,2
côté,2,2,26,2
elle,2,2,26,2
descendait,2,2,26,2
en,2,2,26,2
lacet,2,2,26,2
au,2,2,26,2
travers,2,2,26,2
de,2,2,26,2
Montsou,2,2,26,2
bâti,2,2,26,2
sur,2,2,26,2
la,2,2,26,2
pente,2,2,26,2
d'une,2,2,26,2
large,2,2,26,2
ondulation,2,2,26,2
de,2,2,26,2
la,2,2,26,2
plaine,2,2,26,2
Ces,2,2,26,3
routes,2,2,26,3
du,2,2,26,3
Nord,2,2,26,3
tirées,2,2,26,3
au,2,2,26,3
cordeau,2,2,26,3
entre,2,2,26,3
des,2,2,26,3
villes,2,2,26,3
manufacturières,2,2,26,3
allant,2,2,26,3
avec,2,2,26,3
des,2,2,26,3
courbes,2,2,26,3
douces,2,2,26,3
des,2,2,26,3
montées,2,2,26,3
lentes,2,2,26,3
se,2,2,26,3
bâtissent,2,2,26,3
peu,2,2,26,3
à,2,2,26,3
peu,2,2,26,3
tendent,2,2,26,3
à,2,2,26,3
ne,2,2,26,3
faire,2,2,26,3
d'un,2,2,26,3
département,2,2,26,3
qu'une,2,2,26,3
cité,2,2,26,3
travailleuse,2,2,26,3
Les,2,2,26,4
petites,2,2,26,4
maisons,2,2,26,4
de,2,2,26,4
briques,2,2,26,4
peinturlurées,2,2,26,4
pour,2,2,26,4
égayer,2,2,26,4
le,2,2,26,4
climat,2,2,26,4
les,2,2,26,4
unes,2,2,26,4
jaunes,2,2,26,4
les,2,2,26,4
autres,2,2,26,4
bleues,2,2,26,4
d'autres,2,2,26,4
noires,2,2,26,4
celles-ci,2,2,26,4
sans,2,2,26,4
doute,2,2,26,4
afin,2,2,26,4
d'arriver,2,2,26,4
tout,2,2,26,4
de,2,2,26,4
suite,2,2,26,4
au,2,2,26,4
noir,2,2,26,4
final,2,2,26,4
dévalaient,2,2,26,4
à,2,2,26,4
droite,2,2,26,4
et,2,2,26,4
à,2,2,26,4
gauche,2,2,26,4
en,2,2,26,4
serpentant,2,2,26,4
jusqu'au,2,2,26,4
bas,2,2,26,4
de,2,2,26,4
la,2,2,26,4
pente,2,2,26,4
Quelques,2,2,26,5
grands,2,2,26,5
pavillons,2,2,26,5
à,2,2,26,5
deux,2,2,26,5
étages,2,2,26,5
des,2,2,26,5
habitations,2,2,26,5
de,2,2,26,5
chefs,2,2,26,5
d'usines,2,2,26,5
trouaient,2,2,26,5
la,2,2,26,5
ligne,2,2,26,5
pressée,2,2,26,5
des,2,2,26,5
étroites,2,2,26,5
façades,2,2,26,5
Une,2,2,26,6
église,2,2,26,6
également,2,2,26,6
en,2,2,26,6
briques,2,2,26,6
ressemblait,2,2,26,6
à,2,2,26,6
un,2,2,26,6
nouveau,2,2,26,6
modèle,2,2,26,6
de,2,2,26,6
haut,2,2,26,6
fourneau,2,2,26,6
avec,2,2,26,6
son,2,2,26,6
clocher,2,2,26,6
carré,2,2,26,6
sali,2,2,26,6
déjà,2,2,26,6
par,2,2,26,6
les,2,2,26,6
poussières,2,2,26,6
volantes,2,2,26,6
du,2,2,26,6
charbon,2,2,26,6
Et,2,2,26,7
parmi,2,2,26,7
les,2,2,26,7
sucreries,2,2,26,7
les,2,2,26,7
corderies,2,2,26,7
les,2,2,26,7
minoteries,2,2,26,7
ce,2,2,26,7
qui,2,2,26,7
dominait,2,2,26,7
c'étaient,2,2,26,7
les,2,2,26,7
bals,2,2,26,7
les,2,2,26,7
estaminets,2,2,26,7
les,2,2,26,7
débits,2,2,26,7
de,2,2,26,7
bière,2,2,26,7
si,2,2,26,7
nombreux,2,2,26,7
que,2,2,26,7
sur,2,2,26,7
mille,2,2,26,7
maisons,2,2,26,7
il,2,2,26,7
y,2,2,26,7
avait,2,2,26,7
plus,2,2,26,7
de,2,2,26,7
cinq,2,2,26,7
cents,2,2,26,7
cabarets,2,2,26,7
Comme,2,2,27,1
elle,2,2,27,1
approchait,2,2,27,1
des,2,2,27,1
Chantiers,2,2,27,1
de,2,2,27,1
la,2,2,27,1
Compagnie,2,2,27,1
une,2,2,27,1
vaste,2,2,27,1
série,2,2,27,1
de,2,2,27,1
magasins,2,2,27,1
et,2,2,27,1
d'ateliers,2,2,27,1
la,2,2,27,1
Maheude,2,2,27,1
se,2,2,27,1
décida,2,2,27,1
à,2,2,27,1
prendre,2,2,27,1
Henri,2,2,27,1
et,2,2,27,1
Lénore,2,2,27,1
par,2,2,27,1
la,2,2,27,1
main,2,2,27,1
l'un,2,2,27,1
à,2,2,27,1
droite,2,2,27,1
l'autre,2,2,27,1
à,2,2,27,1
gauche,2,2,27,1
Au-delà,2,2,27,2
se,2,2,27,2
trouvait,2,2,27,2
l'hôtel,2,2,27,2
du,2,2,27,2
directeur,2,2,27,2
M,2,2,27,2
Hennebeau,2,2,27,2
une,2,2,27,2
sorte,2,2,27,2
de,2,2,27,2
vaste,2,2,27,2
chalet,2,2,27,2
séparé,2,2,27,2
de,2,2,27,2
la,2,2,27,2
route,2,2,27,2
par,2,2,27,2
une,2,2,27,2
grille,2,2,27,2
suivi,2,2,27,2
d'un,2,2,27,2
jardin,2,2,27,2
où,2,2,27,2
végétaient,2,2,27,2
des,2,2,27,2
arbres,2,2,27,2
maigres,2,2,27,2
Justement,2,2,27,3
une,2,2,27,3
voiture,2,2,27,3
était,2,2,27,3
arrêtée,2,2,27,3
devant,2,2,27,3
la,2,2,27,3
porte,2,2,27,3
un,2,2,27,3
monsieur,2,2,27,3
décoré,2,2,27,3
et,2,2,27,3
une,2,2,27,3
dame,2,2,27,3
en,2,2,27,3
manteau,2,2,27,3
de,2,2,27,3
fourrure,2,2,27,3
quelque,2,2,27,3
visite,2,2,27,3
débarquée,2,2,27,3
de,2,2,27,3
Paris,2,2,27,3
à,2,2,27,3
la,2,2,27,3
gare,2,2,27,3
de,2,2,27,3
Marchiennes,2,2,27,3
car,2,2,27,3
Mme,2,2,27,3
Hennebeau,2,2,27,3
qui,2,2,27,3
parut,2,2,27,3
dans,2,2,27,3
le,2,2,27,3
demi-jour,2,2,27,3
du,2,2,27,3
vestibule,2,2,27,3
poussa,2,2,27,3
une,2,2,27,3
exclamation,2,2,27,3
de,2,2,27,3
surprise,2,2,27,3
et,2,2,27,3
de,2,2,27,3
joie,2,2,27,3
Marchez,2,2,28,1
donc,2,2,28,1
traînards,2,2,28,1
gronda,2,2,28,2
la,2,2,28,2
Maheude,2,2,28,2
en,2,2,28,2
tirant,2,2,28,2
les,2,2,28,2
deux,2,2,28,2
petits,2,2,28,2
qui,2,2,28,2
s'abandonnaient,2,2,28,2
dans,2,2,28,2
la,2,2,28,2
boue,2,2,28,2
Elle,2,2,29,1
arrivait,2,2,29,1
chez,2,2,29,1
Maigrat,2,2,29,1
elle,2,2,29,1
était,2,2,29,1
tout,2,2,29,1
émotionnée,2,2,29,1
Maigrat,2,2,29,2
habitait,2,2,29,2
à,2,2,29,2
côté,2,2,29,2
même,2,2,29,2
du,2,2,29,2
directeur,2,2,29,2
un,2,2,29,2
simple,2,2,29,2
mur,2,2,29,2
séparait,2,2,29,2
l'hôtel,2,2,29,2
de,2,2,29,2
sa,2,2,29,2
petite,2,2,29,2
maison,2,2,29,2
et,2,2,29,2
il,2,2,29,2
avait,2,2,29,2
là,2,2,29,2
un,2,2,29,2
entrepôt,2,2,29,2
un,2,2,29,2
long,2,2,29,2
bâtiment,2,2,29,2
qui,2,2,29,2
s'ouvrait,2,2,29,2
sur,2,2,29,2
la,2,2,29,2
route,2,2,29,2
en,2,2,29,2
une,2,2,29,2
boutique,2,2,29,2
sans,2,2,29,2
devanture,2,2,29,2
Il,2,2,29,3
y,2,2,29,3
tenait,2,2,29,3
de,2,2,29,3
tout,2,2,29,3
de,2,2,29,3
l'épicerie,2,2,29,3
de,2,2,29,3
la,2,2,29,3
charcuterie,2,2,29,3
de,2,2,29,3
la,2,2,29,3
fruiterie,2,2,29,3
y,2,2,29,3
vendait,2,2,29,3
du,2,2,29,3
pain,2,2,29,3
de,2,2,29,3
la,2,2,29,3
bière,2,2,29,3
des,2,2,29,3
casseroles,2,2,29,3
Ancien,2,2,30,1
surveillant,2,2,30,1
au,2,2,30,1
Voreux,2,2,30,1
il,2,2,30,1
avait,2,2,30,1
débuté,2,2,30,1
par,2,2,30,1
une,2,2,30,1
étroite,2,2,30,1
cantine,2,2,30,1
puis,2,2,30,1
grâce,2,2,30,1
à,2,2,30,1
la,2,2,30,1
protection,2,2,30,1
de,2,2,30,1
ses,2,2,30,1
chefs,2,2,30,1
son,2,2,30,1
commerce,2,2,30,1
s'était,2,2,30,1
élargi,2,2,30,1
tuant,2,2,30,1
peu,2,2,30,1
à,2,2,30,1
peu,2,2,30,1
le,2,2,30,1
détail,2,2,30,1
de,2,2,30,1
Montsou,2,2,30,1
Il,2,2,30,2
centralisait,2,2,30,2
les,2,2,30,2
marchandises,2,2,30,2
la,2,2,30,2
clientèle,2,2,30,2
considérable,2,2,30,2
des,2,2,30,2
corons,2,2,30,2
lui,2,2,30,2
permettait,2,2,30,2
de,2,2,30,2
vendre,2,2,30,2
moins,2,2,30,2
cher,2,2,30,2
et,2,2,30,2
de,2,2,30,2
faire,2,2,30,2
des,2,2,30,2
crédits,2,2,30,2
plus,2,2,30,2
grands,2,2,30,2
D'ailleurs,2,2,30,3
il,2,2,30,3
était,2,2,30,3
resté,2,2,30,3
dans,2,2,30,3
la,2,2,30,3
main,2,2,30,3
de,2,2,30,3
la,2,2,30,3
Compagnie,2,2,30,3
qui,2,2,30,3
lui,2,2,30,3
avait,2,2,30,3
bâti,2,2,30,3
sa,2,2,30,3
petite,2,2,30,3
maison,2,2,30,3
et,2,2,30,3
son,2,2,30,3
magasin,2,2,30,3
Me,2,2,31,1
voici,2,2,31,1
encore,2,2,31,1
monsieur,2,2,31,1
Maigrat,2,2,31,1
dit,2,2,31,1
la,2,2,31,1
Maheude,2,2,31,1
d'un,2,2,31,1
air,2,2,31,1
humble,2,2,31,1
en,2,2,31,1
le,2,2,31,1
trouvant,2,2,31,1
justement,2,2,31,1
debout,2,2,31,1
devant,2,2,31,1
sa,2,2,31,1
porte,2,2,31,1
Il,2,2,32,1
la,2,2,32,1
regarda,2,2,32,1
sans,2,2,32,1
répondre,2,2,32,1
Il,2,2,32,2
était,2,2,32,2
gros,2,2,32,2
froid,2,2,32,2
et,2,2,32,2
poli,2,2,32,2
et,2,2,32,2
il,2,2,32,2
se,2,2,32,2
piquait,2,2,32,2
de,2,2,32,2
ne,2,2,32,2
jamais,2,2,32,2
revenir,2,2,32,2
sur,2,2,32,2
une,2,2,32,2
décision,2,2,32,2
Voyons,2,2,33,1
vous,2,2,33,1
ne,2,2,33,1
me,2,2,33,1
renverrez,2,2,33,1
pas,2,2,33,1
comme,2,2,33,1
hier,2,2,33,1
Faut,2,2,33,2
que,2,2,33,2
nous,2,2,33,2
mangions,2,2,33,2
du,2,2,33,2
pain,2,2,33,2
d'ici,2,2,33,2
à,2,2,33,2
samedi,2,2,33,2
Bien,2,2,33,2
sûr,2,2,33,2
nous,2,2,33,2
vous,2,2,33,2
devons,2,2,33,2
soixante,2,2,33,2
francs,2,2,33,2
depuis,2,2,33,2
deux,2,2,33,2
ans,2,2,33,2
Elle,2,2,34,1
s'expliquait,2,2,34,1
en,2,2,34,1
courtes,2,2,34,1
phrases,2,2,34,1
pénibles,2,2,34,1
C'était,2,2,34,2
une,2,2,34,2
vieille,2,2,34,2
dette,2,2,34,2
contractée,2,2,34,2
pendant,2,2,34,2
la,2,2,34,2
dernière,2,2,34,2
grève,2,2,34,2
Vingt,2,2,34,3
fois,2,2,34,3
ils,2,2,34,3
avaient,2,2,34,3
promis,2,2,34,3
de,2,2,34,3
s'acquitter,2,2,34,3
mais,2,2,34,3
ils,2,2,34,3
ne,2,2,34,3
le,2,2,34,3
pouvaient,2,2,34,3
pas,2,2,34,3
ils,2,2,34,3
ne,2,2,34,3
parvenaient,2,2,34,3
pas,2,2,34,3
à,2,2,34,3
lui,2,2,34,3
donner,2,2,34,3
quarante,2,2,34,3
sous,2,2,34,3
par,2,2,34,3
quinzaine,2,2,34,3
Avec,2,2,34,4
ça,2,2,34,4
un,2,2,34,4
malheur,2,2,34,4
lui,2,2,34,4
était,2,2,34,4
arrivé,2,2,34,4
l'avant-veille,2,2,34,4
elle,2,2,34,4
avait,2,2,34,4
dû,2,2,34,4
payer,2,2,34,4
vingt,2,2,34,4
francs,2,2,34,4
à,2,2,34,4
un,2,2,34,4
cordonnier,2,2,34,4
qui,2,2,34,4
menaçait,2,2,34,4
de,2,2,34,4
les,2,2,34,4
faire,2,2,34,4
saisir,2,2,34,4
Et,2,2,34,5
voilà,2,2,34,5
pourquoi,2,2,34,5
ils,2,2,34,5
se,2,2,34,5
trouvaient,2,2,34,5
sans,2,2,34,5
un,2,2,34,5
sou,2,2,34,5
Autrement,2,2,34,6
ils,2,2,34,6
seraient,2,2,34,6
allés,2,2,34,6
jusqu'au,2,2,34,6
samedi,2,2,34,6
comme,2,2,34,6
les,2,2,34,6
camarades,2,2,34,6
Maigrat,2,2,35,1
le,2,2,35,1
ventre,2,2,35,1
tendu,2,2,35,1
les,2,2,35,1
bras,2,2,35,1
croisés,2,2,35,1
répondait,2,2,35,1
non,2,2,35,1
de,2,2,35,1
la,2,2,35,1
tête,2,2,35,1
à,2,2,35,1
chaque,2,2,35,1
supplication,2,2,35,1
Rien,2,2,36,1
que,2,2,36,1
deux,2,2,36,1
pains,2,2,36,1
monsieur,2,2,36,1
Maigrat,2,2,36,1
Je,2,2,36,2
suis,2,2,36,2
raisonnable,2,2,36,2
je,2,2,36,2
ne,2,2,36,2
demande,2,2,36,2
pas,2,2,36,2
du,2,2,36,2
café,2,2,36,2
Rien,2,2,36,2
que,2,2,36,2
deux,2,2,36,2
pains,2,2,36,2
de,2,2,36,2
trois,2,2,36,2
livres,2,2,36,2
par,2,2,36,2
jour,2,2,36,2
Non,2,2,37,1
cria-t-il,2,2,37,2
enfin,2,2,37,2
de,2,2,37,2
toute,2,2,37,2
sa,2,2,37,2
force,2,2,37,2
Sa,2,2,38,1
femme,2,2,38,1
avait,2,2,38,1
paru,2,2,38,1
une,2,2,38,1
créature,2,2,38,1
chétive,2,2,38,1
qui,2,2,38,1
passait,2,2,38,1
les,2,2,38,1
journées,2,2,38,1
sur,2,2,38,1
un,2,2,38,1
registre,2,2,38,1
sans,2,2,38,1
même,2,2,38,1
oser,2,2,38,1
lever,2,2,38,1
la,2,2,38,1
tête,2,2,38,1
Elle,2,2,38,2
s'esquiva,2,2,38,2
effrayée,2,2,38,2
de,2,2,38,2
voir,2,2,38,2
cette,2,2,38,2
malheureuse,2,2,38,2
tourner,2,2,38,2
vers,2,2,38,2
elle,2,2,38,2
des,2,2,38,2
yeux,2,2,38,2
d'ardente,2,2,38,2
prière,2,2,38,2
On,2,2,38,3
racontait,2,2,38,3
qu'elle,2,2,38,3
cédait,2,2,38,3
le,2,2,38,3
lit,2,2,38,3
conjugal,2,2,38,3
aux,2,2,38,3
herscheuses,2,2,38,3
de,2,2,38,3
la,2,2,38,3
clientèle,2,2,38,3
C'était,2,2,38,4
un,2,2,38,4
fait,2,2,38,4
connu,2,2,38,4
quand,2,2,38,4
un,2,2,38,4
mineur,2,2,38,4
voulait,2,2,38,4
une,2,2,38,4
prolongation,2,2,38,4
de,2,2,38,4
crédit,2,2,38,4
il,2,2,38,4
n'avait,2,2,38,4
qu'à,2,2,38,4
envoyer,2,2,38,4
sa,2,2,38,4
fille,2,2,38,4
ou,2,2,38,4
sa,2,2,38,4
femme,2,2,38,4
laides,2,2,38,4
ou,2,2,38,4
belles,2,2,38,4
pourvu,2,2,38,4
qu'elles,2,2,38,4
fussent,2,2,38,4
complaisantes,2,2,38,4
La,2,2,39,1
Maheude,2,2,39,1
qui,2,2,39,1
suppliait,2,2,39,1
toujours,2,2,39,1
Maigrat,2,2,39,1
du,2,2,39,1
regard,2,2,39,1
se,2,2,39,1
sentit,2,2,39,1
gênée,2,2,39,1
sous,2,2,39,1
la,2,2,39,1
clarté,2,2,39,1
pâle,2,2,39,1
des,2,2,39,1
petits,2,2,39,1
yeux,2,2,39,1
dont,2,2,39,1
il,2,2,39,1
la,2,2,39,1
déshabillait,2,2,39,1
Ça,2,2,39,2
la,2,2,39,2
mit,2,2,39,2
en,2,2,39,2
colère,2,2,39,2
elle,2,2,39,2
aurait,2,2,39,2
encore,2,2,39,2
compris,2,2,39,2
avant,2,2,39,2
d'avoir,2,2,39,2
eu,2,2,39,2
sept,2,2,39,2
enfants,2,2,39,2
quand,2,2,39,2
elle,2,2,39,2
était,2,2,39,2
jeune,2,2,39,2
Et,2,2,39,3
elle,2,2,39,3
partit,2,2,39,3
elle,2,2,39,3
tira,2,2,39,3
violemment,2,2,39,3
Lénore,2,2,39,3
et,2,2,39,3
Henri,2,2,39,3
en,2,2,39,3
train,2,2,39,3
de,2,2,39,3
ramassé,2,2,39,3
des,2,2,39,3
coquilles,2,2,39,3
de,2,2,39,3
noix,2,2,39,3
jetées,2,2,39,3
au,2,2,39,3
ruisseau,2,2,39,3
et,2,2,39,3
qu'ils,2,2,39,3
visitaient,2,2,39,3
Ça,2,2,40,1
ne,2,2,40,1
vous,2,2,40,1
portera,2,2,40,1
pas,2,2,40,1
chance,2,2,40,1
monsieur,2,2,40,1
Maigrat,2,2,40,1
rappelez-vous,2,2,40,1
Maintenant,2,2,41,1
il,2,2,41,1
ne,2,2,41,1
lui,2,2,41,1
restait,2,2,41,1
que,2,2,41,1
les,2,2,41,1
bourgeois,2,2,41,1
de,2,2,41,1
la,2,2,41,1
Piolaine,2,2,41,1
Si,2,2,41,2
ceux-là,2,2,41,2
ne,2,2,41,2
lâchaient,2,2,41,2
pas,2,2,41,2
cent,2,2,41,2
sous,2,2,41,2
on,2,2,41,2
pouvait,2,2,41,2
tous,2,2,41,2
se,2,2,41,2
coucher,2,2,41,2
et,2,2,41,2
crever,2,2,41,2
Elle,2,2,41,3
avait,2,2,41,3
pris,2,2,41,3
à,2,2,41,3
gauche,2,2,41,3
le,2,2,41,3
chemin,2,2,41,3
de,2,2,41,3
Joiselle,2,2,41,3
La,2,2,41,4
Régie,2,2,41,4
était,2,2,41,4
là,2,2,41,4
dans,2,2,41,4
l'angle,2,2,41,4
de,2,2,41,4
la,2,2,41,4
route,2,2,41,4
un,2,2,41,4
véritable,2,2,41,4
palais,2,2,41,4
de,2,2,41,4
briques,2,2,41,4
où,2,2,41,4
les,2,2,41,4
gros,2,2,41,4
messieurs,2,2,41,4
de,2,2,41,4
Paris,2,2,41,4
et,2,2,41,4
des,2,2,41,4
princes,2,2,41,4
et,2,2,41,4
des,2,2,41,4
généraux,2,2,41,4
et,2,2,41,4
des,2,2,41,4
personnages,2,2,41,4
du,2,2,41,4
gouvernement,2,2,41,4
venaient,2,2,41,4
chaque,2,2,41,4
automne,2,2,41,4
donner,2,2,41,4
de,2,2,41,4
grands,2,2,41,4
dîners,2,2,41,4
Elle,2,2,41,5
tout,2,2,41,5
en,2,2,41,5
marchant,2,2,41,5
dépensait,2,2,41,5
déjà,2,2,41,5
les,2,2,41,5
cent,2,2,41,5
sous,2,2,41,5
d'abord,2,2,41,5
du,2,2,41,5
pain,2,2,41,5
puis,2,2,41,5
du,2,2,41,5
café,2,2,41,5
ensuite,2,2,41,5
un,2,2,41,5
quart,2,2,41,5
de,2,2,41,5
beurre,2,2,41,5
un,2,2,41,5
boisseau,2,2,41,5
de,2,2,41,5
pommes,2,2,41,5
de,2,2,41,5
terre,2,2,41,5
pour,2,2,41,5
la,2,2,41,5
soupe,2,2,41,5
